peptide_name,average_plddt
PP141_gp04_unrelaxed,60.66624370594172
PP141_gp06_unrelaxed,85.88897058823534
PP141_gp07_unrelaxed,60.605112414467506
PP141_gp09_unrelaxed,63.56574839302097
PP141_gp14_unrelaxed,83.28138509968528
PP141_gp15_unrelaxed,91.88818417639423
PP141_gp16_unrelaxed,68.58355029585775
PP141_gp17_unrelaxed,52.50223384030401
PP141_gp25_unrelaxed,81.31745200698089
PP141_gp27_unrelaxed,89.72093345656167
PP141_gp31_unrelaxed,91.569874439462
PP141_gp32_unrelaxed,94.81959396751728
PP141_gp33_unrelaxed,85.46377726750839
PP141_gp34_unrelaxed,63.25632713026437
PP141_gp38_unrelaxed,83.18523214285719
PP141_gp46_unrelaxed,91.68911072362691
PP141_gp55_unrelaxed,93.57772933696639
PP141_gp69_unrelaxed,45.026288751107515
PP141_gp72_unrelaxed,82.1395358649786
PP141_gp79_unrelaxed,64.59319018404913
PP141_gp83_unrelaxed,59.08143014301436
