peptide_name,average_plddt
PHIKZ001_unrelaxed,83.55351797861994
PHIKZ005_unrelaxed,39.2666788321167
PHIKZ011_unrelaxed,70.15676605504581
PHIKZ012_unrelaxed,61.94203846153856
PHIKZ013_unrelaxed,86.8902171945698
PHIKZ017_unrelaxed,86.32579667644144
PHIKZ018_unrelaxed,85.23801543550195
PHIKZ021_unrelaxed,83.36998902305157
PHIKZ023_unrelaxed,61.332791111110815
PHIKZ046_unrelaxed,53.072759767248336
PHIKZ048_unrelaxed,41.79683065279098
PHIKZ049_unrelaxed,80.95400374181473
PHIKZ053_unrelaxed,54.88369183040346
PHIKZ057_unrelaxed,44.95546391752589
PHIKZ058_unrelaxed,38.97510544815465
PHIKZ060_unrelaxed,39.6060089186177
PHIKZ062_unrelaxed,75.47861111111101
PHIKZ085_unrelaxed,90.0827445887445
PHIKZ103_unrelaxed,55.33774883720934
PHIKZ105_unrelaxed,62.076268174475004
PHIKZ106_unrelaxed,56.53658426966276
PHIKZ107_unrelaxed,86.01458823529423
PHIKZ108_unrelaxed,49.84820372398709
PHIKZ109_unrelaxed,52.37583636363645
PHIKZ110_unrelaxed,53.435722543352746
PHIKZ121_unrelaxed,40.76331163547594
PHIKZ126_unrelaxed,93.75598627787303
PHIKZ132_unrelaxed,95.82226851851871
PHIKZ142_unrelaxed,83.6533866133866
PHIKZ150_unrelaxed,81.6849415887851
PHIKZ151_unrelaxed,96.49805263157921
PHIKZ156_unrelaxed,67.19078431372526
PHIKZ166_unrelaxed,51.24099250936343
PHIKZ167_unrelaxed,37.45884372177047
PHIKZ172_unrelaxed,81.64983235540656
PHIKZ183_unrelaxed,62.85919597989932
PHIKZ186_unrelaxed,88.67134730538956
PHIKZ187_unrelaxed,57.56099537037039
PHIKZ190_unrelaxed,60.59552325581396
PHIKZ193_unrelaxed,35.19225839267551
PHIKZ194_unrelaxed,87.66436956521723
PHIKZ195_unrelaxed,78.30590325765021
PHIKZ196_unrelaxed,79.64998025666334
PHIKZ197_unrelaxed,95.82852610030683
PHIKZ199_unrelaxed,97.43898012100257
PHIKZ204_unrelaxed,54.07964285714278
PHIKZ205_unrelaxed,62.227816836262576
PHIKZ210_unrelaxed,64.14493181818189
PHIKZ211_unrelaxed,54.051671018276544
PHIKZ212_unrelaxed,90.90539717083762
PHIKZ221_unrelaxed,44.66066017316023
PHIKZ222_unrelaxed,69.26510359869125
PHIKZ223_unrelaxed,74.99207839562439
PHIKZ224_unrelaxed,70.03693094629145
PHIKZ226_unrelaxed,59.10559174809994
PHIKZ229_unrelaxed,82.48440928270048
PHIKZ236_unrelaxed,38.628904494382006
PHIKZ239_unrelaxed,47.077821080602426
PHIKZ241_unrelaxed,60.75181015452542
PHIKZ242_unrelaxed,52.94374896093104
PHIKZ244_unrelaxed,40.93044633368749
PHIKZ245_unrelaxed,93.72182262001618
PHIKZ247_unrelaxed,67.62542750929387
PHIKZ248_unrelaxed,83.18680467091285
PHIKZ250_unrelaxed,60.690985645933075
PHIKZ252_unrelaxed,74.19480709071959
PHIKZ258_unrelaxed,68.40849017580146
PHIKZ259_unrelaxed,39.765363079615106
PHIKZ260_unrelaxed,95.3038736842106
PHIKZ261_unrelaxed,91.85634124890055
PHIKZ264_unrelaxed,43.571054512957964
PHIKZ266_unrelaxed,73.19045654082545
PHIKZ270_unrelaxed,61.26339768339777
PHIKZ271_unrelaxed,49.25392057026491
PHIKZ272_unrelaxed,95.66790137614721
PHIKZ275_unrelaxed,40.23939455095874
PHIKZ278_unrelaxed,89.26844335778334
PHIKZ280_unrelaxed,68.52245338567224
PHIKZ281_unrelaxed,42.648855975485446
PHIKZ288_unrelaxed,35.56112999999995
PHIKZ293_unrelaxed,49.53082437275999
PHIKZ299_unrelaxed,63.24816239316228
PHIKZ302_unrelaxed,48.959509403107276
PHIKZ304_unrelaxed,55.972789743589615
PHIKZ_p07_unrelaxed,80.40626187961978
PHIKZ_p10_unrelaxed,55.47928654970754
PHIKZ_p13_unrelaxed,41.066932907348026
PHIKZ_p31_unrelaxed,42.69821371610854
PHIKZ_p42_unrelaxed,84.41831207065776
PHIKZ_p46_unrelaxed,86.20105769230763
PHIKZ_p48_unrelaxed,37.914447539461584
PHIKZ_p71_unrelaxed,79.40820641282573
PHIKZ_p76_unrelaxed,75.99271727172706
PHIKZ_p79_unrelaxed,50.066081370449666
PHIKZ_p83_unrelaxed,76.23755194218612
