peptide_name,average_plddt
PAK_P30003_unrelaxed,87.47173831775729
PAK_P30005_unrelaxed,89.87863731656192
PAK_P30009_unrelaxed,80.5805759682225
PAK_P30013_unrelaxed,84.13311251314407
PAK_P30014_unrelaxed,71.92078449905478
PAK_P30015_unrelaxed,90.86546858908345
PAK_P30019_unrelaxed,88.99869816779166
PAK_P30022_unrelaxed,92.63130391173556
PAK_P30026_unrelaxed,94.33106833493743
PAK_P30030_unrelaxed,74.91751191611044
PAK_P30034_unrelaxed,42.64377005347581
PAK_P30036_unrelaxed,67.3998771750253
PAK_P30040_unrelaxed,66.30517802644964
PAK_P30042_unrelaxed,67.60514117647035
PAK_P30043_unrelaxed,88.4621479958892
PAK_P30046_unrelaxed,49.91240265906927
PAK_P30064_unrelaxed,78.24049102927293
PAK_P30066_unrelaxed,89.39744399185341
PAK_P30068_unrelaxed,45.1419037871034
PAK_P30076_unrelaxed,59.46835891381336
PAK_P30086_unrelaxed,93.4060704091343
PAK_P30087_unrelaxed,44.43752884615382
PAK_P30090_unrelaxed,57.09842512077281
PAK_P30096_unrelaxed,91.57822784810162
PAK_P30102_unrelaxed,82.46231644260581
PAK_P30114_unrelaxed,88.62013828867771
PAK_P30115_unrelaxed,91.39039258451459
PAK_P30116_unrelaxed,87.71127896200196
PAK_P30117_unrelaxed,92.21492370295022
PAK_P30118_unrelaxed,94.91294432548197
PAK_P30120_unrelaxed,91.77597652081118
PAK_P30122_unrelaxed,63.04107754279971
PAK_P30124_unrelaxed,69.30902352941173
PAK_P30126_unrelaxed,89.14426278836476
PAK_P30131_unrelaxed,89.97808126410837
PAK_P30133_unrelaxed,88.26354368931993
PAK_P30135_unrelaxed,89.38802658486742
PAK_P30142_unrelaxed,54.62083146067393
PAK_P30143_unrelaxed,97.02134524929431
PAK_P30155_unrelaxed,96.08128024193502
PAK_P30156_unrelaxed,41.942954545454484
PAK_P30158_unrelaxed,55.78282341831928
PAK_P30161_unrelaxed,71.06094915254239
PAK_P30165_unrelaxed,86.81405349794238
